baseId ,topic,question,level,optionA,optionB,optionC,optionD,correctOption,explanation
astro_00120,Space Observation,"what is the collecting area advantage of a telescope?""",3,More light gathering power,Better resolution,Faster observations,Cheaper operation,A,Larger collecting area provides more light gathering power enabling observation of fainter objects.
astro_00121,Small Solar System Bodies,What is the collisional cascade?,4,Process of asteroid fragmentation,Comet formation mechanism,Planetary ring dynamics,Meteorite shower creation,A,The collisional cascade is the process where asteroid collisions create fragments that undergo further collisions.
astro_00122,Small Solar System Bodies,What is the coma of a comet?,3,The nucleus,The tail,The atmosphere around the nucleus,The orbit,C,The coma is the atmosphere of gas and dust that forms around a comet's nucleus when it approaches the Sun.
astro_00123,Solar System,What is the composition of Titan's atmosphere?,4,Mostly oxygen,Mostly nitrogen,Mostly methane,Mostly carbon dioxide,B,Titan's atmosphere is about 95% nitrogen with small amounts of methane and other hydrocarbons.
astro_00124,General Curiosities,What is the cosmic microwave background temperature?,3,2.7 Kelvin,0 Kelvin,273 Kelvin,3000 Kelvin,A,The cosmic microwave background has a nearly uniform temperature of about 2.7 Kelvin.
astro_00125,Galaxies & Cosmology,What is the cosmic web?,3,Galaxy distribution pattern,Star formation pattern,Planet formation pattern,Black hole distribution,A,The cosmic web is the largest-scale structure of the universe showing how galaxies are distributed.
astro_00126,Relativity & Fundamental Physics,What is the cosmological constant?,5,Universal expansion rate,Dark energy density,Speed of light,Gravitational strength,B,The cosmological constant represents the energy density of empty space associated with dark energy.
astro_00127,Galaxies & Cosmology,What is the Dark Forest Theory?,5,Space is dark,Aliens hide from each other,Forests block signals,Communication is impossible,B,The Dark Forest Theory suggests civilizations remain silent because revealing themselves invites destruction from others.
astro_00128,Solar System,What is the diameter of Enceladus approximately?,5,300 kilometers,500 kilometers,700 kilometers,900 kilometers,B,Enceladus is about 500 kilometers in diameter making it the sixth-largest moon of Saturn.
astro_00129,Small Solar System Bodies,What is the difference between a meteoroid meteorite and meteor?,3,Size differences,Location differences,Composition differences,Age differences,B,A meteoroid is in space a meteor is in the atmosphere and a meteorite has landed on Earth.
astro_00130,Galaxies & Cosmology,What is the Doomsday Argument related to the Fermi Paradox?,3,Civilizations destroy themselves,The universe will end,Earth will be destroyed,Stars will die out,A,The Doomsday Argument suggests that civilizations tend to destroy themselves before becoming spacefaring explaining the silence.
astro_00131,Galaxies & Cosmology,What is the Doomsday Argument?,3,Civilizations destroy themselves before contact,The universe will end soon,Earth faces imminent destruction,Stars will die out quickly,A,The Doomsday Argument suggests civilizations tend to destroy themselves before becoming spacefaring.
astro_00132,Space Missions,What is the Double Asteroid Redirection Test (DART) mission?,1,Study asteroids,Deflect an asteroid,Mine asteroids,Map asteroids,B,DART successfully demonstrated asteroid deflection by impacting the asteroid Dimorphos in 2022.
astro_00133,Space Missions,What is the Dragonfly mission's destination?,5,Titan,Europa,Enceladus,Mars,A,Dragonfly is a rotorcraft mission that will explore Saturn's moon Titan searching for signs of life.
astro_00134,Stellar Objects,What is the Eddington limit?,4,Maximum luminosity for hydrostatic equilibrium,Maximum mass for nuclear fusion,Maximum temperature in stellar cores,Maximum magnetic field strength,A,The Eddington limit is the maximum luminosity a star can have while maintaining hydrostatic equilibrium.
astro_00135,Relativity & Fundamental Physics,What is the equivalence principle?,3,Gravity equals acceleration,Mass equals energy,Space equals time,Force equals motion,A,The equivalence principle states that gravitational acceleration is indistinguishable from other forms of acceleration.
astro_00136,Stellar Objects,What is the ergosphere of a rotating black hole?,4,The event horizon,The region where spacetime is dragged,The accretion disk,The photon sphere,B,The ergosphere is the region around a rotating black hole where spacetime itself is dragged around.
astro_00137,Space Missions,What is the Europa Clipper's main objective?,4,Study Europa's subsurface ocean,Land on Europa's surface,Study Jupiter's atmosphere,Map Europa's geology,A,Europa Clipper will study Europa's subsurface ocean and assess its potential for harboring life.
astro_00138,Stellar Objects,What is the event horizon of a black hole?,3,The point where light escapes,The boundary beyond which nothing can escape,The center of the black hole,The outer edge of the accretion disk,B,"The event horizon is the boundary around a black hole beyond which nothing, not even light, can escape."
astro_00139,Space Observation,What is the Event Horizon Telescope?,4,A single large telescope,A network of radio telescopes,A space-based telescope,A theoretical telescope,B,The Event Horizon Telescope is a global network of radio telescopes that work together to image Stellar Objects.
astro_00140,Space Observation,What is the Event Horizon Telescope's achievement?,4,First image of a black hole,Discovery of gravitational waves,Detection of exoplanets,Measurement of dark energy,A,The Event Horizon Telescope achieved the first direct image of a black hole's event horizon.
astro_00141,Space Observation,What is the Extremely Large Telescope's mirror size?,5,39 meters,30 meters,25 meters,50 meters,A,The Extremely Large Telescope will have a 39-meter segmented primary mirror when completed.
astro_00142,General Curiosities,What is the fastest spinning planet in our Solar System?,2,Earth,Mars,Jupiter,Saturn,C,Jupiter has the fastest rotation period spinning once every 9 hours and 56 minutes.
astro_00143,General Curiosities,What is the Fermi Paradox named after?,2,Enrico Fermi's lunch question,Giuseppe Fermi's theory,Fermi's telescope discovery,Fermi's space mission,A,"The Fermi Paradox is named after Enrico Fermi who asked ""Where is everybody?"" during a 1950 lunch conversation."
astro_00144,Galaxies & Cosmology,What is the Fermi Paradox?,2,The contradiction between high probability of alien life and lack of evidence,A physics principle about particle behavior,A mathematical equation for space travel,A theory about black hole formation,A,The Fermi Paradox questions why we haven't found evidence of extraterrestrial civilizations despite the high probability of their existence.
astro_00145,Stellar Objects,What is the final stage of a massive star's life?,2,White dwarf,Neutron star,Red giant,Protostar,B,Massive stars may end as neutron stars or Stellar Objects after a supernova explosion.
astro_00146,Stellar Objects,What is the firewall paradox?,5,Stellar Objects are too hot,The event horizon burns matter,Quantum effects create a firewall,Stellar Objects emit fire,C,The firewall paradox suggests quantum effects might create a destructive firewall at the event horizon.
astro_00147,Solar System,What is the frost line in the Solar System?,3,The boundary where water freezes,The edge of the heliosphere,The asteroid belt location,The Kuiper Belt inner edge,A,The frost line is the distance from the Sun where water ice can condense in the protoplanetary disk.
astro_00148,Galaxies & Cosmology,What is the fundamental plane of elliptical galaxies?,5,Relationship between size velocity and brightness,Galaxy formation timeline,Stellar population characteristics,Dark matter distribution,A,The fundamental plane describes the relationship between effective radius surface brightness and velocity dispersion in elliptical galaxies.
astro_00149,Stellar Objects,What is the fuzzball theory?,5,Stellar Objects are made of tangled strings,Stellar Objects have fuzzy boundaries,Event horizons are approximate,Stellar Objects are quantum superpositions,A,The fuzzball theory in string theory suggests Stellar Objects are made of tangled strings rather than having event horizons.
astro_00150,Relativity & Fundamental Physics,What is the geodesic deviation equation?,5,Describes tidal forces,Calculates light bending,Measures time dilation,Determines frame dragging,A,The geodesic deviation equation describes how nearby geodesics separate due to spacetime curvature (tidal forces).
astro_00151,Solar System,What is the Grand Tack model?,5,Jupiter's inward then outward migration,Saturn's ring formation theory,Mars' atmospheric loss mechanism,Venus' retrograde rotation explanation,A,The Grand Tack model proposes Jupiter migrated inward to 1.5 AU then outward explaining the asteroid belt structure.
astro_00152,Galaxies & Cosmology,What is the Great Attractor?,4,A massive galaxy,A gravitational anomaly,A black hole,A dark matter concentration,B,The Great Attractor is a gravitational anomaly that appears to be pulling our Local Group toward it.
astro_00153,General Curiosities,What is the Great Red Spot on Jupiter?,1,A storm,A moon,A crater,A mountain,A,The Great Red Spot is a giant storm on Jupiter that has been raging for at least 400 years.
astro_00154,Worlds Beyond,What is the habitable zone also called?,4,Goldilocks zone,Green zone,Life zone,Water zone,A,"The habitable zone is also called the Goldilocks zone where conditions are ""just right"" for liquid water."
astro_00155,Worlds Beyond,What is the habitable zone around a star?,3,The zone where planets form,The zone where life could exist with liquid water,The zone closest to the star,The zone farthest from the star,B,The habitable zone is the region around a star where conditions might allow liquid water to exist on a planet's surface.
astro_00156,Worlds Beyond,What is the habitable zone?,3,Region where liquid water can exist,Region with oxygen atmosphere,Region with magnetic field,Region with stable orbit,A,The habitable zone is the region around a star where liquid water could exist on a planet's surface.
astro_00157,General Curiosities,What is the heat death of the universe?,5,Maximum entropy state with no usable energy,Universe becoming too hot,Universe burning up,Universe exploding,A,Heat death refers to the universe reaching maximum entropy with no energy available to perform work.
astro_00158,Stellar Objects,What is the helium flash?,5,Explosive helium burning in low-mass stars,Helium star explosion,Helium planet formation,Helium atmospheric escape,A,The helium flash is the explosive onset of helium burning in the degenerate core of low-mass red giant stars.
astro_00159,Stellar Objects,What is the holographic principle related to black holes?,5,Black holes create holographic light projections,Information on a black hole is stored on its surface,Information on a black hole is stored on its surface,Black holes bend time more than space,B,The holographic principle suggests that all information in a volume can be encoded on its boundary surface.
astro_00160,Stellar Objects,What is the holographic principle?,5,Information encoded on boundary surfaces,Stellar Objects are holograms,3D space is an illusion,Time is emergent,A,The holographic principle suggests all information in a volume can be encoded on its boundary surface.
astro_00161,General Curiosities,What is the hottest planet in the Solar System?,2,Mercury,Venus,Mars,Earth,B,"Venus has a thick atmosphere that traps heat, making it the hottest planet."
astro_00162,Stellar Objects,What is the information paradox related to black holes?,5,Information cannot enter black holes,Information is destroyed in black holes,Information cannot escape black holes,Information creates black holes,B,The information paradox questions whether information is truly destroyed when matter falls into a black hole.
astro_00163,Stellar Objects,What is the information paradox?,5,Information is destroyed in Stellar Objects,Information cannot enter Stellar Objects,Information cannot escape Stellar Objects,Information creates Stellar Objects,A,The information paradox questions whether information is truly destroyed when matter falls into a black hole.
astro_00164,Stellar Objects,What is the innermost stable circular orbit (ISCO)?,5,The event horizon,The closest stable orbit around a black hole,The photon sphere,The ergosphere boundary,B,The ISCO is the closest distance at which matter can orbit a black hole in a stable circular orbit.
astro_00165,Space Missions,What is the Interstellar Probe mission concept?,1,Probe to interstellar space,Mars sample return,Jupiter moon exploration,Solar observation,A,The Interstellar Probe is a proposed mission to travel beyond the heliosphere into interstellar space.
astro_00166,Worlds Beyond,What is the James Webb Space Telescope's contribution to exoplanet science?,3,Finding new exoplanets,Studying exoplanet atmospheres,Measuring exoplanet masses,Calculating exoplanet orbits,B,JWST specializes in studying exoplanet atmospheres using infrared spectroscopy to analyze their composition.
astro_00167,Worlds Beyond,What is the James Webb Space Telescope's exoplanet capability?,2,Detailed atmospheric spectroscopy,Direct imaging of all exoplanets,Detecting Earth-sized planets,Measuring planetary masses,A,JWST can perform detailed atmospheric spectroscopy of exoplanets revealing their composition and properties.
astro_00168,Small Solar System Bodies,What is the Kirkwood gaps?,5,Empty regions in the asteroid belt,Gaps in Saturn's rings,Spaces between planets,Holes in comets,A,Kirkwood gaps are regions in the asteroid belt with few asteroids due to gravitational resonances with Jupiter.
astro_00169,Solar System,What is the Kozai mechanism?,5,Orbital resonance effect,Tidal heating process,Magnetic field interaction,Atmospheric escape mechanism,A,The Kozai mechanism describes how gravitational perturbations can cause periodic changes in orbital eccentricity and inclination.
astro_00170,Small Solar System Bodies,What is the Kuiper Belt?,4,A region of asteroids,A region of comets beyond Neptune,A type of comet,A spacecraft mission,B,The Kuiper Belt is a region beyond Neptune containing many icy bodies and short-period comets.
astro_00171,Space Observation,What is the Lagrange point L2?,5,A point between Earth and Moon,A point 1.5 million km from Earth,A point on Earth's surface,A point near the Sun,B,Lagrange point L2 is located about 1.5 million kilometers from Earth opposite the Sun where JWST operates.
astro_00172,Space Observation,What is the largest optical telescope currently in operation?,4,Hubble Space Telescope,Keck Observatory,Very Large Telescope,Extremely Large Telescope,C,The Very Large Telescope (VLT) in Chile is currently among the largest optical telescopes in operation.
astro_00173,Solar System,What is the largest planet in our Solar System?,1,Earth,Mars,Jupiter,Saturn,C,Jupiter is the largest planet in our Solar System with a mass greater than all other planets combined.
astro_00174,Space Observation,What is the Laser Interferometer Space Antenna (LISA)?,5,Space-based gravitational wave detector,Optical space telescope,Radio telescope array,Particle physics experiment,A,LISA will be a space-based gravitational wave detector using laser interferometry between three spacecraft.
astro_00175,Space Missions,What is the LISA mission designed to detect?,4,Gravitational waves from space,Exoplanet atmospheres,Solar neutrinos,Cosmic rays,A,LISA (Laser Interferometer Space Antenna) will detect gravitational waves from space using laser interferometry.
astro_00176,Galaxies & Cosmology,What is the Local Group?,2,Our galaxy cluster,Our star cluster,Our planetary system,Our solar neighborhood,A,The Local Group is the galaxy cluster containing the Milky Way Andromeda and about 80 other galaxies.
astro_00177,Space Observation,What is the main advantage of radio telescopes?,3,They work during the day,They can penetrate dust clouds,They are cheaper to build,They don't need mirrors,B,Radio telescopes can observe through dust clouds that block optical light revealing hidden regions of space.
astro_00178,Space Observation,What is the main advantage of the Hubble Space Telescope?,2,Large size,Space location,Advanced instruments,Long operational life,B,Hubble's main advantage is its location in space avoiding atmospheric distortion and absorption.
astro_00179,Stellar Objects,What is the main difference between Type Ia and Type II supernovae?,5,Age of the star,Mass of the star,Type of explosion mechanism,Location in galaxy,C,Type Ia supernovae come from exploding white dwarfs while Type II come from core collapse of massive stars.
astro_00180,Relativity & Fundamental Physics,What is the main evidence for dark energy?,5,Supernova brightness,Planetary motion,Gravitational waves,Cosmic rays,A,"Distant supernovae appear dimmer than expected, suggesting accelerated expansion."
astro_00181,Stellar Objects,What is the main fuel that powers stars like our Sun?,2,Helium,Carbon,Hydrogen,Oxygen,C,"Stars like our Sun are powered by nuclear fusion, where hydrogen atoms fuse to form helium, releasing enormous amounts of energy."
astro_00182,Space Observation,What is the main purpose of the Kepler Space Telescope?,2,Study Stellar Objects,Find exoplanets,Observe galaxies,Map stars,B,Kepler was specifically designed to find Earth-like exoplanets using the transit method.
astro_00183,Space Missions,What is the main scientific goal of the Parker Solar Probe?,4,Study solar wind,Touch the Sun's corona,Measure solar temperature,Map solar surface,B,"The Parker Solar Probe aims to ""touch"" the Sun by flying through its corona to study solar physics."
astro_00184,Galaxies & Cosmology,What is the Mediocrity Principle?,4,Earth and humanity are typical,Everything is average quality,Life is mediocre everywhere,Intelligence is common,A,The Mediocrity Principle suggests Earth and humanity are typical rather than special in the universe.
astro_00185,Stellar Objects,What is the membrane paradigm for black holes?,5,Treating event horizon as a physical membrane,Black holes having actual membranes,Multiple event horizons,Black hole interior structure,A,The membrane paradigm treats the event horizon as a physical membrane with properties like temperature and resistance.
astro_00186,Stellar Objects,What is the minimum mass required for a star to end as a Type II supernova?,5,4 solar masses,6 solar masses,8 solar masses,10 solar masses,C,A star must have at least 8 solar masses to end its life as a Type II core-collapse supernova.
astro_00187,Galaxies & Cosmology,What is the missing satellite problem?,5,Fewer observed dwarf galaxies than predicted,Missing spiral arms,Absent central Stellar Objects,Lost stellar populations,A,The missing satellite problem is that fewer dwarf galaxies are observed around the Milky Way than dark matter simulations predict.
astro_00188,Galaxies & Cosmology,What is the morphology-density relation?,5,Galaxy types vary with environment density,Galaxy shapes change with time,Galaxy sizes correlate with mass,Galaxy colors depend on age,A,The morphology-density relation shows that elliptical galaxies are more common in dense environments.
astro_00189,General Curiosities,What is the most abundant element in the universe?,1,Oxygen,Carbon,Helium,Hydrogen,D,Hydrogen is the most abundant element making up about 75% of the universe's normal matter.
astro_00190,Small Solar System Bodies,What is the most famous comet that returns every 76 years?,1,Comet Hale-Bopp,Halley's Comet,Comet Hyakutake,Comet NEOWISE,B,"Halley's Comet is the most famous periodic comet, returning to the inner Solar System every 75-76 years."
astro_00191,Galaxies & Cosmology,What is the most uncertain parameter in the Drake Equation?,4,Star formation rate,Fraction of stars with planets,Fraction developing intelligent life,Lifetime of communicating civilizations,C,The fraction of planets that develop intelligent life remains the most speculative and uncertain parameter.
astro_00192,Galaxies & Cosmology,What is the most uncertain parameter?,4,Fraction developing intelligent life,Star formation rate,Fraction of stars with planets,Lifetime of civilizations,A,The fraction of planets that develop intelligent life remains the most speculative and uncertain parameter.
astro_00193,Solar System,"What is the name of the interstellar comet discovered by NASA on July 1, 2025?",3,2I/Borisov,3I/ATLAS,1I/'Oumuamua,4I/Neowise,B,"Comet 3I/ATLAS was discovered on July 1, 2025, by the NASA-funded ATLAS survey telescope."
astro_00194,Space Observation,What is the Nancy Grace Roman Space Telescope's specialty?,4,Wide-field infrared surveys,Exoplanet direct imaging,Solar observation,Gravitational wave detection,A,The Roman Space Telescope will conduct wide-field infrared surveys studying dark energy and exoplanets.
astro_00195,Galaxies & Cosmology,What is the nearest major galaxy to the Milky Way?,2,Triangulum Galaxy,Large Magellanic Cloud,Andromeda Galaxy,Whirlpool Galaxy,C,"The Andromeda Galaxy (M31) is the nearest major galaxy to the Milky Way, about 2.5 million light-years away."
astro_00196,Space Observation,What is the next generation Very Large Array?,5,Next Generation Very Large Array (ngVLA),Square Kilometre Array,Extremely Large Telescope,Thirty Meter Telescope,A,The ngVLA (next generation Very Large Array) is the planned successor to the current VLA radio telescope.
astro_00197,Solar System,What is the Nice Model's prediction about Neptune?,4,It formed closer to the Sun,It has no solid core,It will eventually leave the Solar System,It was captured from another star,A,The Nice Model suggests Neptune formed closer to the Sun and migrated outward due to gravitational interactions.
astro_00198,Stellar Objects,What is the no-hair theorem in black hole physics?,3,Stellar Objects have no magnetic field,Stellar Objects are characterized by only three properties,Stellar Objects cannot rotate,Stellar Objects have no temperature,B,The no-hair theorem states that Stellar Objects are characterized by only mass electric charge and angular momentum.
astro_00199,Stellar Objects,What is the no-hair theorem?,3,Stellar Objects characterized by three properties only,Stellar Objects have no magnetic fields,Stellar Objects cannot rotate,Stellar Objects have no temperature,A,The no-hair theorem states Stellar Objects are characterized only by mass electric charge and angular momentum.
astro_00200,Small Solar System Bodies,What is the nucleus of a comet primarily made of?,2,Rock and metal,Ice and dust,Gas and plasma,Pure ice,B,"A comet's nucleus is primarily made of ice and dust often described as a ""dirty snowball."""
astro_00201,Worlds Beyond,What is the occurrence rate of Earth-like planets?,4,About 1 in 5 Sun-like stars,About 1 in 50 Sun-like stars,About 1 in 100 Sun-like stars,About 1 in 1000 Sun-like stars,A,Current estimates suggest about 20% of Sun-like stars have Earth-sized planets in their habitable zones.
astro_00202,Small Solar System Bodies,What is the Oort Cloud?,2,A region of asteroids,A region of comets,A type of nebula,A galaxy cluster,B,The Oort Cloud is a spherical region of icy objects that surrounds our Solar System and is the source of long-period comets.
astro_00203,Small Solar System Bodies,What is the Oort Cloud's estimated extent?,4,50000 to 100000 AU,1000 to 5000 AU,10 to 50 AU,200000 to 500000 AU,A,The Oort Cloud is estimated to extend from about 50000 to 100000 AU from the Sun.
astro_00204,Galaxies & Cosmology,What is the optimistic estimate?,4,Millions of communicating civilizations,Thousands of civilizations,Hundreds of civilizations,Tens of civilizations,A,Optimistic estimates of the Drake Equation suggest millions of communicating civilizations in our galaxy.
astro_00205,Stellar Objects,What is the pair-instability supernova?,5,Supernova from very massive stars,Binary star explosion,White dwarf explosion,Neutron star collision,A,Pair-instability supernovae occur in very massive stars (140-260 solar masses) when electron-positron pairs form in the core.
astro_00206,Solar System,What is the Parker Spiral?,5,The Sun's magnetic field structure,Jupiter's magnetic field lines,Saturn's ring structure,Mars' atmospheric circulation,A,The Parker Spiral describes the structure of the Sun's magnetic field as it extends through the solar system.
astro_00207,Relativity & Fundamental Physics,What is the Penrose process?,5,Energy extraction from rotating Stellar Objects,Black hole formation mechanism,Gravitational wave generation,Wormhole traversal method,A,The Penrose process allows energy extraction from a rotating black hole by dropping objects into the ergosphere.
astro_00208,Galaxies & Cosmology,What is the pessimistic interpretation?,4,Very few or no other civilizations,Civilizations are hostile,Communication is impossible,Space travel is impossible,A,Pessimistic interpretations of the Drake Equation suggest we might be alone or civilizations are extremely rare.
astro_00209,Relativity & Fundamental Physics,What is the Petrov classification?,5,Classification of spacetime geometries,Classification of Stellar Objects,Classification of gravitational waves,Classification of cosmic strings,A,The Petrov classification categorizes spacetime geometries based on the algebraic properties of the Weyl tensor.
astro_00210,General Curiosities,What is the Planck length?,4,Smallest meaningful length scale,Size of an atom,Size of a proton,Wavelength of visible light,A,The Planck length (about 10^-35 meters) is considered the smallest meaningful length scale in physics.
astro_00211,Space Observation,What is the planned Thirty Meter Telescope's location?,4,Mauna Kea Hawaii,Atacama Desert Chile,Canary Islands Spain,Mount Wilson California,A,The Thirty Meter Telescope is planned for construction on Mauna Kea in Hawaii.
astro_00212,Space Observation,What is the primary advantage of space-based telescopes over ground-based ones?,3,They're cheaper to build,They avoid atmospheric interference,They're easier to maintain,They can observe longer,B,"Space-based telescopes avoid atmospheric interference, allowing for clearer observations across all wavelengths of light."
astro_00213,Space Observation,What is the primary advantage of the James Webb Space Telescope over Hubble?,2,Larger mirror,Infrared capability,Better location,All of the above,D,JWST has a larger mirror infrared capability and operates at the L2 Lagrange point giving it multiple advantages.
astro_00214,Space Observation,What is the primary challenge for extremely large telescopes?,3,Cost,Atmospheric turbulence,Mirror technology,Computer processing,B,Atmospheric turbulence is the primary challenge requiring advanced adaptive optics systems for extremely large telescopes.
astro_00215,Space Observation,What is the primary challenge for ground-based telescopes?,2,Atmospheric turbulence,Cost of construction,Maintenance difficulties,Light pollution,A,Atmospheric turbulence is the primary challenge limiting the resolution of ground-based telescopes.
astro_00216,Space Missions,What is the primary goal of the Ariel mission planned for 2029?,4,Study Mars atmosphere,Analyze exoplanet atmospheres,Explore Jupiter's moons,Map asteroid belt,B,"The Ariel mission, launching in 2029, will perform a chemical census of exoplanets by analyzing their atmospheres."
astro_00217,Space Missions,What is the primary goal of the Euclid mission?,4,Study dark energy and dark matter,Find exoplanets,Study the Sun,Map the Milky Way,A,The Euclid mission aims to study dark energy and dark matter by mapping the geometry of the universe.
astro_00218,Space Missions,What is the primary instrument on TESS?,4,Photometer,Spectrometer,Magnetometer,Interferometer,A,TESS uses photometers to detect exoplanets through the transit method by measuring stellar brightness changes.
astro_00219,Space Missions,What is the primary instrument type on the TRACERS mission?,5,Optical telescope,Magnetometer,Spectrometer,Radio antenna,B,TRACERS uses magnetometers to study magnetic reconnection when solar activity disrupts Earth's magnetic field.
astro_00220,Space Observation,What is the primary mirror diameter of the James Webb Space Telescope?,3,2.4 meters,4.2 meters,6.5 meters,8.4 meters,C,JWST has a primary mirror diameter of 6.5 meters made up of 18 hexagonal segments.
astro_00221,Worlds Beyond,What is the radial velocity method for detecting exoplanets?,3,Measuring planet's speed,Measuring star's wobble,Measuring planet's temperature,Measuring star's brightness,B,The radial velocity method detects exoplanets by measuring the wobble of the host star caused by gravitational pull.
astro_00222,Galaxies & Cosmology,What is the Rare Earth Hypothesis?,3,Earth is the only planet,Complex life is extremely rare,Earth is perfectly positioned,Earth has rare elements,B,The Rare Earth Hypothesis suggests that complex life requires such specific conditions that it's extremely rare in the universe.
astro_00223,Space Observation,What is the resolution limit of a telescope determined by?,4,Its cost,Its location,Its aperture size,Its age,C,The resolution limit of a telescope is primarily determined by the size of its aperture (mirror or dish diameter).
astro_00224,Space Missions,What is the Roman Space Telescope's primary survey?,4,Wide-field infrared survey,X-ray all-sky survey,Radio sky survey,Gamma-ray survey,A,The Nancy Grace Roman Space Telescope will conduct wide-field infrared surveys of the universe.
astro_00225,Worlds Beyond,What is the Rossiter-McLaughlin effect?,5,Spectral line distortion during transit,Planetary magnetic field detection,Atmospheric escape measurement,Orbital decay observation,A,The Rossiter-McLaughlin effect is the distortion of stellar spectral lines during planetary transits revealing spin-orbit alignment.
astro_00226,Small Solar System Bodies,What is the rubble pile structure?,5,Asteroids as loose aggregates,Solid rock asteroids,Metallic asteroids,Icy asteroids,A,Many asteroids have a rubble pile structure consisting of loose aggregates of rocks held together by weak gravity.
astro_00227,Stellar Objects,What is the s-process in stellar nucleosynthesis?,5,Slow neutron capture,Slow proton capture,Stellar spin process,Surface convection process,A,The s-process (slow neutron capture) creates heavy elements in asymptotic giant branch stars over thousands of years.
astro_00228,Relativity & Fundamental Physics,What is the Schwarzschild radius?,5,The event horizon radius,The photon sphere radius,The ergosphere radius,The ISCO radius,A,The Schwarzschild radius defines the event horizon of a non-rotating black hole.
astro_00229,Galaxies & Cosmology,What is the Seager Equation?,4,An equation for exoplanets,A modification of Drake Equation,An equation for biosignatures,All of the above,D,The Seager Equation is Sara Seager's modification focusing on biosignatures in exoplanet atmospheres.
astro_00230,Galaxies & Cosmology,What is the Seager Equation's focus?,4,Biosignatures in exoplanet atmospheres,Radio signals from space,Optical signals from civilizations,Gravitational wave communications,A,The Seager Equation focuses on detecting biosignatures in exoplanet atmospheres rather than radio communications.
astro_00231,Galaxies & Cosmology,What is the Simulation Hypothesis in relation to the Fermi Paradox?,3,We live in a computer simulation,Aliens use simulations,Space is simulated,Time is simulated,A,The Simulation Hypothesis suggests we might be living in a computer simulation which could explain the apparent absence of aliens.
astro_00232,Space Missions,What is the Solar Orbiter's unique capability?,5,Observing Sun's polar regions,Landing on the Sun,Touching the corona,Measuring solar wind,A,Solar Orbiter will provide the first images of the Sun's polar regions by flying out of the ecliptic plane.
astro_00233,Relativity & Fundamental Physics,What is the speed of light in vacuum?,1,"30,000 km/s","300,000 km/s","3,000 km/s","3,000,000 km/s",B,"Light travels at approximately 300,000 kilometers per second in vacuum."
astro_00234,Space Observation,What is the Square Kilometre Array (SKA)?,5,A large optical telescope,A radio telescope array,A space telescope,A gravitational wave detector,B,The SKA will be the world's largest radio telescope array when completed.
