baseId ,topic,question,level,optionA,optionB,optionC,optionD,correctOption,explanation
astro_00235,Space Observation,What is the Square Kilometre Array's advantage?,5,Unprecedented sensitivity and resolution,Largest single dish,Highest altitude location,Most advanced computers,A,The SKA will provide unprecedented sensitivity and resolution through its vast collecting area.
astro_00236,Galaxies & Cosmology,What is the Statistical Drake Equation?,4,A more precise version,A version using probability distributions,A simplified version,A version for multiple galaxies,B,The Statistical Drake Equation uses probability distributions rather than single values for each parameter.
astro_00237,Small Solar System Bodies,What is the streaming instability?,5,Gas and dust clump to form planetesimals,Solar wind acceleration,Solar wind changes planetary atmospheres,Atmospheric turbulence,A,The streaming instability is a mechanism that concentrates dust particles in protoplanetary disks leading to planetesimal formation.
astro_00238,Small Solar System Bodies,What is the sublimation process in comets?,3,Condensation of vapor,Melting then evaporation,Freezing of gas,Direct transition from ice to gas,D,Sublimation is the direct transition of ice to gas without melting which creates a comet's coma and tail.
astro_00239,Galaxies & Cosmology,What is the Sunyaev-Zel'dovich effect?,5,CMB distortion by galaxy clusters,Galaxy rotation curves,Galactic magnetic fields,Stellar formation rates,A,The Sunyaev-Zel'dovich effect is the distortion of cosmic microwave background radiation by hot gas in galaxy clusters.
astro_00240,General Curiosities,What is the temperature of space?,2,Absolute zero,Very cold but not absolute zero,Room temperature,It varies greatly,B,Space has a temperature of about 2.7 Kelvin due to the cosmic microwave background radiation.
astro_00241,Galaxies & Cosmology,What is the temporal aspect of the Drake Equation?,4,Civilizations existing at different times,How long civilizations last,When life begins,Speed of evolution,A,The temporal aspect considers that civilizations may exist at different times making contact unlikely even if many exist.
astro_00242,Space Observation,What is the theoretical resolution limit called?,5,Rayleigh criterion,Dawes limit,Airy disk,All of the above,D,The theoretical resolution limit involves all these concepts: Rayleigh criterion Dawes limit and Airy disk.
astro_00243,Space Observation,What is the theoretical resolution limit formula?,5,θ = 1.22λ/D,θ = λ/D,θ = 2λ/D,θ = 0.5λ/D,A,The theoretical resolution limit (Rayleigh criterion) is θ = 1.22λ/D where λ is wavelength and D is aperture diameter.
astro_00244,Small Solar System Bodies,What is the Tisserand parameter?,5,Orbital parameter for comet classification,Asteroid composition measure,Comet nucleus size,Asteroid rotation period,A,The Tisserand parameter is used to classify comets and determine if they have the same orbit as previously observed objects.
astro_00245,Galaxies & Cosmology,What is the Transcension Hypothesis?,5,Aliens transcend physical reality,Aliens become energy beings,Advanced civilizations turn inward,Aliens travel through dimensions,C,The Transcension Hypothesis suggests advanced civilizations focus inward on nanotechnology rather than expanding outward.
astro_00246,Worlds Beyond,What is the transmission spectrum method?,4,Analyzing starlight filtered through atmosphere,Direct imaging of planets,Measuring stellar wobble,Detecting gravitational microlensing,A,Transmission spectroscopy analyzes starlight filtered through an exoplanet's atmosphere during transit.
astro_00247,Solar System,What is the Trojan asteroids' relationship to Jupiter?,4,They orbit Jupiter directly,They share Jupiter's orbit at Lagrange points,They orbit between Jupiter and Mars,They are Jupiter's captured moons,B,Trojan asteroids share Jupiter's orbit staying at the stable L4 and L5 Lagrange points 60 degrees ahead and behind Jupiter.
astro_00248,Galaxies & Cosmology,What is the Tully-Fisher relation?,5,Galaxy luminosity-rotation velocity relation,Galaxy size-mass relation,Galaxy age-metallicity relation,Galaxy color-magnitude relation,A,The Tully-Fisher relation correlates galaxy luminosity with rotation velocity used for distance measurements.
astro_00249,Relativity & Fundamental Physics,What is the twin paradox resolution?,4,Acceleration breaks symmetry,Time is absolute,Space contracts,Gravity affects time,A,The twin paradox is resolved because the traveling twin experiences acceleration breaking the symmetry between reference frames.
astro_00250,Relativity & Fundamental Physics,What is the twin paradox?,5,Twins age differently in space,Twins see different things,Twins have different masses,Twins experience different gravity,A,The twin paradox demonstrates time dilation where a traveling twin ages slower than one remaining on Earth.
astro_00251,Relativity & Fundamental Physics,What is the Weyl tensor?,5,Tidal gravitational field,Electromagnetic field tensor,Stress-energy tensor,Metric tensor,A,The Weyl tensor represents the tidal gravitational field the part of curvature that causes tidal effects.
astro_00252,General Curiosities,What is the Wow! Signal?,3,A gravitational wave,A signal from Voyager 1 after it left the solar system,A strong unexplained radio signal from space,A cosmic ray burst,C,The Wow! Signal was a strong radio signal detected in 1977 that lasted 72 seconds and has never been explained.
astro_00253,General Curiosities,What is the Wow! Signal's duration?,5,72 seconds,30 seconds,2 minutes,5 minutes,A,The Wow! Signal was a strong radio signal detected in 1977 that lasted exactly 72 seconds.
astro_00254,Small Solar System Bodies,What is the Yarkovsky effect?,5,Solar heating affecting asteroid orbits,Gravitational effects on comets,Magnetic effects on asteroids,Tidal effects on moons,A,The Yarkovsky effect is when solar heating causes small changes in asteroid orbits over long periods.
astro_00255,Solar System,What is the Yarkovsky-O'Keefe-Radzievskii-Paddack (YORP) effect?,5,Asteroid rotation changes,Comet tail formation,Planetary ring dynamics,Tidal locking mechanism,A,The YORP effect causes changes in asteroid rotation rates due to asymmetric thermal emission of absorbed sunlight.
astro_00256,Galaxies & Cosmology,What is the Zoo Hypothesis?,4,Aliens keep us as pets,Aliens are observing us without contact,Aliens live in zoos,We are alone in the universe,B,The Zoo Hypothesis suggests that alien civilizations are aware of us but avoid contact to allow natural development.
astro_00257,Relativity & Fundamental Physics,What keeps planets in orbit around stars?,1,Electric force,Magnetism,Dark matter,Gravity,D,Gravity keeps planets in stable orbits around stars.
astro_00258,Stellar Objects,What lies at the center of a black hole?,3,A neutron star,Dark energy,A singularity,A supernova,C,The singularity is a point of infinite density at the center of a black hole.
astro_00259,Solar System,What lies beyond Pluto that was recently discovered by the Subaru Telescope?,5,A new dwarf planet,A tiny object,A comet,An asteroid belt,B,A tiny object far beyond Pluto was discovered by the Subaru Telescope and could reshape our understanding of the early Solar System.
astro_00260,Space Observation,What makes the James Webb Space Telescope superior to Hubble?,2,It's larger and observes in infrared,It's closer to Earth,It has better cameras,It's cheaper to operate,A,"JWST is larger and specializes in infrared observations, allowing it to see through cosmic dust and observe the early universe."
astro_00261,Worlds Beyond,What method did the Kepler telescope primarily use to find exoplanets?,4,Direct imaging,Transit method,Radial velocity,Gravitational lensing,B,Kepler used the transit method detecting the dimming of stars when planets pass in front of them.
astro_00262,Stellar Objects,What percentage of maximum spinning speed was one of the Stellar Objects in the 2025 merger spinning at?,4,50%,70%,90%,100%,C,One of the Stellar Objects in the collision was spinning at around 90% of its maximum possible speed.
astro_00263,General Curiosities,What percentage of the universe is ordinary matter?,4,About 5%,About 25%,About 70%,About 95%,A,Ordinary (baryonic) matter makes up only about 5% of the universe's total mass-energy content.
astro_00264,Galaxies & Cosmology,What question does the Fermi Paradox address?,3,Why the Sun shines,Where extraterrestrial life is,How stars form,Why galaxies spin,B,It asks why we have not found signs of alien civilizations despite the vast universe.
astro_00265,Worlds Beyond,What recent discovery did the James Webb Space Telescope make regarding exoplanets?,4,A potentially habitable planet,Evidence for a new exoplanet just 4 light-years away,The first exoplanet atmosphere,Water on an exoplanet,B,"JWST found strong evidence for a new exoplanet orbiting Alpha Centauri A, just 4 light-years from Earth."
astro_00266,Galaxies & Cosmology,What type of galaxy has no defined shape?,3,Spiral,Elliptical,Irregular,Lenticular,C,Irregular galaxies have no defined spiral or elliptical shape and often result from galactic collisions.
astro_00267,Galaxies & Cosmology,What type of galaxy is the Milky Way?,3,Spiral,Elliptical,Irregular,Ring,A,The Milky Way is a barred spiral galaxy.
astro_00268,Space Missions,What type of landers are Griffin Mission 1 and Blue Ghost 2?,5,Mars landers,Asteroid landers,Lunar landers,Venus landers,C,Both Griffin Mission 1 and Blue Ghost 2 are NASA CLPS (Commercial Lunar Payload Services) lunar landers planned for 2025.
astro_00269,Space Missions,What type of mission is CLPS?,4,Mars exploration,Lunar payload services,Asteroid mining,Venus exploration,B,CLPS stands for Commercial Lunar Payload Services delivering scientific instruments to the Moon.
astro_00270,Stellar Objects,What type of nebula serves as a stellar nursery?,4,Planetary nebula,Emission nebula,Supernova remnant,Dark nebula,B,Emission nebulae are stellar nurseries where new stars form from gas and dust.
astro_00271,Space Observation,What type of radiation does the Spitzer Space Telescope observe?,4,Visible light,Infrared,X-rays,Radio waves,B,The Spitzer Space Telescope was designed to observe infrared radiation from space.
astro_00272,Relativity & Fundamental Physics,What type of star is our Sun?,2,Red giant,White dwarf,Neutron star,Yellow dwarf,D,"The Sun is a G-type main-sequence star, often called a yellow dwarf."
astro_00273,Stellar Objects,What type of star system typically produces Type Ia supernovae?,4,Single massive stars,Binary systems with white dwarfs,Triple star systems,Neutron star binaries,B,Type Ia supernovae typically occur in binary systems where a white dwarf accretes matter from a companion star.
astro_00274,Space Observation,What type of telescope is ALMA?,3,Optical,Radio,X-ray,Gamma-ray,B,ALMA (Atacama Large Millimeter Array) is a radio telescope array observing millimeter and submillimeter wavelengths.
astro_00275,Space Observation,What type of telescope is Hubble?,2,Radio telescope,Optical/ultraviolet telescope,X-ray telescope,Gamma-ray telescope,B,The Hubble Space Telescope primarily observes in optical and ultraviolet wavelengths of light.
astro_00276,Space Observation,What type of telescope is the James Webb Space Telescope?,2,Infrared space telescope,Optical space telescope,Radio telescope,X-ray telescope,A,JWST is primarily an infrared space telescope designed to observe in near to mid-infrared wavelengths.
astro_00277,Stellar Objects,What was discovered in July 2025 regarding black hole mergers?,5,The smallest black hole merger,The most massive black hole merger ever detected,The first black hole merger,A merger that created a wormhole,B,"In July 2025, gravitational waves revealed the most massive black hole merger ever detected, setting new records."
astro_00278,Scientists,What was Stephen Hawking's most famous contribution to physics?,3,Theory of relativity,Black hole physics and Hawking radiation,Quantum mechanics,Laws of motion,B,Stephen Hawking is best known for his work on black hole physics and the theoretical prediction of Hawking radiation.
astro_00279,Space Missions,What was the first human-made object to leave the Solar System?,1,Voyager 1,Voyager 2,Pioneer 10,New Horizons,A,Voyager 1 became the first human-made object to enter interstellar space in 2012.
astro_00280,Space Missions,What was the primary goal of the Cassini mission?,3,Study Jupiter,Study Saturn and its moons,Study Mars,Study Venus,B,Cassini's primary goal was to study Saturn its rings and moons during its 13-year mission.
astro_00281,Space Missions,What was unique about the DART mission?,4,First asteroid deflection test,First comet landing,First Mars helicopter,First Jupiter probe,A,DART (Double Asteroid Redirection Test) was the first mission to successfully demonstrate asteroid deflection.
astro_00282,Space Missions,What was unique about the InSight mission to Mars?,4,It studied the atmosphere,It drilled into the surface,It studied Mars' interior,It searched for life,C,InSight was the first mission dedicated to studying Mars' deep interior structure and seismic activity.
astro_00283,Space Observation,What wavelength does ALMA observe?,4,Millimeter and submillimeter,Visible light,X-rays,Gamma rays,A,ALMA (Atacama Large Millimeter Array) observes millimeter and submillimeter radio wavelengths.
astro_00284,Space Observation,What wavelength does the Chandra Observatory detect?,4,X-rays,Visible light,Infrared,Radio waves,A,The Chandra X-ray Observatory is specifically designed to detect X-rays from astronomical sources.
astro_00285,Space Observation,What wavelength range does the James Webb Space Telescope primarily observe?,3,Visible light,Near to mid-infrared,X-rays,Radio waves,B,JWST primarily observes in the near to mid-infrared wavelength range.
astro_00286,Galaxies & Cosmology,What will eventually happen to the Milky Way and Andromeda galaxies?,2,They will move apart,They will collide and merge,One will consume the other,They will remain separate,B,The Milky Way and Andromeda galaxies are on a collision course and will merge in about 4.5 billion years.
astro_00287,General Curiosities,What would happen to your body in the vacuum of space without a spacesuit?,2,You would freeze instantly,You would explode,You would lose consciousness in about 15 seconds,You would turn into ice,C,"In space without a suit, you would lose consciousness in about 15 seconds due to lack of oxygen, but wouldn't freeze or explode immediately."
astro_00288,Galaxies & Cosmology,When was the Drake Equation first formulated?,3,1959,1961,1963,1965,B,Frank Drake first formulated the equation in 1961 for the first SETI conference at Green Bank.
astro_00289,Space Observation,When was the James Webb Space Telescope launched?,2,2020,2021,2022,2023,B,"The James Webb Space Telescope was launched on December 25, 2021, after years of development and delays."
astro_00290,Small Solar System Bodies,Where do most asteroids in our Solar System orbit?,3,Between Earth and Mars,Between Mars and Jupiter,Between Jupiter and Saturn,Beyond Neptune,B,Most asteroids orbit in the asteroid belt between Mars and Jupiter.
astro_00291,Space Observation,Where is the Hubble Space Telescope located?,2,On a mountain,In the desert,In space,Under the ocean,C,Hubble orbits Earth in space for a clear view of the universe.
astro_00292,Space Observation,Where is the James Webb Space Telescope located?,3,Low Earth orbit,Lagrange point L2,On the Moon,Mars orbit,B,"JWST operates at the Sun-Earth Lagrange point L2, about 1.5 million kilometers from Earth."
astro_00293,Relativity & Fundamental Physics,Which cosmic event creates the heaviest elements?,3,Stellar winds,Solar flares,Neutron star collisions,Asteroid impacts,C,Collisions between neutron stars forge heavy elements like gold and platinum.
astro_00294,Solar System,Which crater and mountain is Curiosity exploring?,4,Jezero Crater and Olympus Mons,Gale Crater and Mount Sharp,Victoria Crater and Mount Wilson,Eagle Crater and Mount Hadley,B,Curiosity is exploring Gale Crater and Mount Sharp as part of the Mars Science Laboratory mission.
astro_00295,Relativity & Fundamental Physics,Which element is most abundant in the universe?,1,Oxygen,Carbon,Hydrogen,Helium,C,Hydrogen is the most common element in the universe.
astro_00296,Relativity & Fundamental Physics,Which law explains planetary motion?,2,Kepler’s laws,Newton's third law,Ohm's law,Hubble's law,A,Kepler’s laws describe the motion of planets around the sun.
astro_00297,Space Missions,Which mission first landed humans on the Moon?,1,Apollo 11,Voyager 1,Apollo 10,Apollo 9,A,Apollo 11 landed Neil Armstrong and Buzz Aldrin on the Moon in 1969.
astro_00298,Space Missions,Which mission is planned to study exoplanet atmospheres in 2029?,3,JWST,Ariel,TESS,Kepler,B,The Ariel mission launching in 2029 will perform a chemical census of exoplanets by analyzing their atmospheres.
astro_00299,Space Missions,"Which mission launched on July 23, 2025, to study magnetic reconnection?",3,TRACERS,Parker Solar Probe,Solar Orbiter,STEREO,A,"TRACERS launched on July 23, 2025, to study magnetic reconnection when solar activity disrupts Earth's magnetic field."
astro_00300,Solar System,Which moon of Saturn has a global ocean under its icy shell?,3,Titan,Enceladus,Mimas,Rhea,B,Enceladus has a global ocean beneath its thick icy shell and is considered a high-priority target for astrobiology.
astro_00301,Solar System,Which NASA mission launched in October 2024 to investigate Jupiter's moon Europa?,4,Juno,Europa Clipper,Galileo,Cassini,B,"Europa Clipper launched on October 14, 2024, to conduct a detailed investigation of Jupiter's moon Europa."
astro_00302,Galaxies & Cosmology,Which organization primarily uses the Drake Equation for research guidance?,2,NASA,ESA,SETI Institute,NSF,C,The SETI Institute continues to use the Drake Equation as a framework for research into extraterrestrial intelligence.
astro_00303,Solar System,Which planet has the most prominent ring system?,1,Jupiter,Saturn,Uranus,Neptune,B,Saturn has the most prominent and visible ring system of all planets in our Solar System.
astro_00304,Solar System,"Which planet is known as the ""Red Planet""?",1,Venus,Mars,Jupiter,Saturn,B,"Mars is called the Red Planet due to iron oxide (rust) on its surface, giving it a reddish appearance."
astro_00305,General Curiosities,Which planet rotates on its side?,2,Mars,Jupiter,Uranus,Neptune,C,Uranus rotates on its side with an axial tilt of about 98 degrees.
astro_00306,Space Missions,Which space agency operates the Hera mission?,3,NASA,ESA,JAXA,Roscosmos,B,ESA (European Space Agency) operates the Hera mission as part of their planetary defense program.
astro_00307,Space Missions,Which space agency's mission departed to an asteroid in 2024?,4,NASA,ESA,JAXA,Roscosmos,B,ESA's Hera mission departed to an asteroid in 2024 as part of their planetary defense program.
astro_00308,Solar System,Which space mission provided extensive data about the Saturn system?,3,Voyager,Galileo,Cassini,New Horizons,C,The Cassini mission provided extensive data about Saturn and its moons during its 13-year mission.
astro_00309,Worlds Beyond,Which space telescope has been most successful at discovering exoplanets?,2,Hubble,Spitzer,Kepler,Chandra,C,The Kepler Space Telescope discovered thousands of exoplanets using the transit method before being succeeded by TESS.
astro_00310,Space Observation,Which telescope is set to replace Hubble?,2,Kepler,James Webb Space Telescope,Chandra,Extremely Large Telescope,B,The James Webb Telescope is designed for infrared astronomy and deeper space exploration.
astro_00311,Scientists,Who developed string theory?,4,Multiple physicists including Edward Witten,Stephen Hawking alone,Albert Einstein,Richard Feynman,A,String theory was developed by multiple physicists with Edward Witten being one of the leading contributors.
astro_00312,Galaxies & Cosmology,Who developed the Drake Equation?,2,Carl Sagan,Frank Drake,Enrico Fermi,Jill Tarter,B,Frank Drake developed the equation in 1961 as a framework for discussing the search for extraterrestrial intelligence.
astro_00313,Scientists,Who developed the inflationary theory of the universe?,3,Alan Guth,Stephen Hawking,Roger Penrose,Andrei Linde,A,Alan Guth developed the inflationary theory explaining the early rapid expansion of the universe.
astro_00314,Relativity & Fundamental Physics,Who developed the theory of General Relativity?,1,Isaac Newton,Nikola Tesla,Albert Einstein,Galileo Galilei,C,Einstein's theory explains gravity as the curvature of spacetime.
astro_00315,Scientists,Who developed the theory of stellar nucleosynthesis?,4,Fred Hoyle,Carl Sagan,Subrahmanyan Chandrasekhar,Hans Bethe,A,Fred Hoyle developed the theory explaining how elements are formed in stars through nuclear fusion.
astro_00316,Scientists,Who developed the three laws of motion?,2,Albert Einstein,Isaac Newton,Galileo Galilei,Johannes Kepler,B,Sir Isaac Newton formulated the three fundamental laws of motion that bear his name.
astro_00317,Scientists,Who discovered cosmic microwave background radiation?,4,Arno Penzias and Robert Wilson,Edwin Hubble and Milton Humason,Albert Einstein and Max Planck,Carl Sagan and Frank Drake,A,Arno Penzias and Robert Wilson accidentally discovered cosmic microwave background radiation in 1965.
astro_00318,Scientists,Who discovered pulsars?,5,Jocelyn Bell Burnell,Marie Curie,Rosalind Franklin,Lise Meitner,A,Jocelyn Bell Burnell discovered the first pulsar in 1967 as a graduate student.
astro_00319,Scientists,Who discovered the expanding universe?,3,Albert Einstein,Edwin Hubble,Stephen Hawking,Carl Sagan,B,Edwin Hubble discovered that the universe is expanding by observing distant galaxies moving away from us.
astro_00320,Scientists,Who discovered the first exoplanet around a main-sequence star?,5,Michel Mayor and Didier Queloz,Geoffrey Marcy and Paul Butler,William Borucki,Sara Seager,A,Michel Mayor and Didier Queloz discovered 51 Pegasi b the first exoplanet around a main-sequence star in 1995.
astro_00321,Galaxies & Cosmology,"Who first posed the famous question ""Where is everybody?""",3,Carl Sagan,Enrico Fermi,Frank Drake,Stephen Hawking,B,"Enrico Fermi first posed this question in 1950, leading to what we now call the Fermi Paradox."
astro_00322,Stellar Objects,Who first predicted the existence of black holes based on general relativity?,4,Albert Einstein,Stephen Hawking,Karl Schwarzschild,John Wheeler,C,Karl Schwarzschild first found the exact solution to Einstein's field equations that predicted Stellar Objects in 1916.
astro_00323,Scientists,Who formulated the anthropic principle?,4,Brandon Carter,Stephen Hawking,Roger Penrose,Frank Tipler,A,Brandon Carter first formulated the anthropic principle in cosmology distinguishing weak and strong versions.
astro_00324,Scientists,Who is known as the father of modern rocketry?,5,Konstantin Tsiolkovsky,Robert Goddard,Wernher von Braun,Sergei Korolev,B,Robert Goddard is known as the father of modern rocketry for his pioneering work with liquid-fueled rockets.
astro_00325,Scientists,Who is known for the laws of motion and universal gravitation?,3,Albert Einstein,Galileo Galilei,Isaac Newton,Carl Sagan,C,Newton's laws laid the foundation for classical mechanics.
astro_00326,Scientists,Who proposed the Big Bang theory?,4,Albert Einstein,Georges Lemaître,Stephen Hawking,Fred Hoyle,B,Georges Lemaître first proposed what became known as the Big Bang theory in 1927.
astro_00327,Scientists,Who proposed the concept of dark matter?,4,Fritz Zwicky,Vera Rubin,Albert Einstein,Stephen Hawking,A,Fritz Zwicky first proposed the concept of dark matter in 1933 based on galaxy cluster observations.
astro_00328,Scientists,Who proposed the many-worlds interpretation?,5,Hugh Everett III,Niels Bohr,Werner Heisenberg,Erwin Schrödinger,A,Hugh Everett III developed the many-worlds interpretation of quantum mechanics in his 1957 doctoral thesis.
astro_00329,Space Missions,Who was the first person to walk on the Moon?,1,Buzz Aldrin,Neil Armstrong,Michael Collins,Alan Shepard,B,Neil Armstrong was the first person to walk on the Moon during the Apollo 11 mission on July 20 1969.
astro_00330,Space Missions,How many stages did the Saturn V rocket have?,4,Two stages,Three stages,Four stages,Five stages,B,The Saturn V rocket had three stages: the S-IC first stage S-II second stage and S-IVB third stage.
astro_00331,Space Missions,What type of engines powered the Saturn V first stage?,4,J-2 engines,F-1 engines,Merlin engines,RS-25 engines,B,The Saturn V first stage was powered by five F-1 engines producing nearly 7.7 million pounds of thrust.
astro_00332,Space Missions,What was the height of the complete Saturn V rocket?,5,122 meters (400 feet),111 meters (363 feet),95 meters (312 feet),91 meters (298 feet),A,The complete Saturn V rocket stood 363 feet (111 meters) tall making it one of the most powerful rockets ever built.
astro_00333,Space Missions,"Which Apollo mission was known as the ""successful failure""?",2,Apollo 12,Apollo 13,Apollo 14,Apollo 15,B,"Apollo 13 was known as the ""successful failure"" because despite an explosion that prevented the Moon landing the crew returned safely to Earth."
astro_00334,Space Missions,What was the name of the lunar module that landed on the Moon during Apollo 11?,2,Columbia,Eagle,Intrepid,Antares,B,The lunar module that landed on the Moon during Apollo 11 was called Eagle while the command module was Columbia.
astro_00335,Space Missions,How much thrust did the five F-1 engines of Saturn V produce combined?,5,5.5 million pounds,6.2 million pounds,7.7 million pounds,8.5 million pounds,C,The five F-1 engines of the Saturn V first stage produced a combined thrust of approximately 7.7 million pounds.
astro_00336,Space Missions,What was the primary destination of the New Horizons mission?,3,Jupiter,Saturn,Pluto,Neptune,C,New Horizons was the first spacecraft to visit Pluto completing its flyby of the dwarf planet on July 14 2015.
astro_00337,Space Missions,When was the New Horizons spacecraft launched?,4,January 19 2006,March 15 2006,July 14 2015,December 3 2005,A,New Horizons was launched on January 19 2006 beginning its 9.5-year journey to Pluto.
astro_00338,Space Missions,What did New Horizons discover about Pluto that surprised scientists?,3,It has no atmosphere,It has active geology with mountains and plains,It is completely frozen,It has no moons,B,New Horizons revealed that Pluto has active geology with jagged mountains deep valleys and nitrogen plains showing it's not a frozen dead world.
astro_00339,Space Missions,Which Mars rover landed in Jezero Crater in 2021?,4,Curiosity,Opportunity,Perseverance,Spirit,C,The Perseverance rover landed in Jezero Crater on Mars in February 2021 as part of the Mars 2020 mission.
astro_00340,Space Missions,What is the primary mission of the Perseverance rover?,3,Study Mars weather,Search for signs of past microbial life,Map Mars surface,Study Mars moons,B,Perseverance's primary mission is to search for signs of past microbial life and collect samples for future return to Earth.
astro_00341,Space Missions,Which were the first successful Mars landers?,3,Viking 1 and Viking 2,Spirit and Opportunity,Curiosity and Perseverance,Sojourner and Pathfinder,A,Viking 1 and Viking 2 were the first successful U.S. landers on Mars touching down in 1976.
astro_00342,Space Missions,Which Soviet program was the first to successfully land on Venus?,3,Luna program,Venera program,Mars program,Soyuz program,B,The Soviet Venera program was the first to successfully land spacecraft on Venus with Venera 7 in 1970.
astro_00343,Space Missions,What makes Venus exploration particularly challenging?,2,Extreme cold,High radiation,Extreme heat and pressure,Lack of atmosphere,C,Venus exploration is challenging due to surface temperatures of 462°C (864°F) and atmospheric pressure 90 times that of Earth.
astro_00344,Space Missions,Which NASA mission mapped Venus surface using radar?,2,Magellan,Galileo,Cassini,Voyager,A,NASA's Magellan mission used radar to map Venus surface from 1990 to 1994 revealing detailed topography beneath the clouds.
astro_00345,Space Missions,Which Japanese spacecraft is currently studying Venus atmosphere?,4,Hayabusa,Akatsuki,IKAROS,BepiColombo,B,Akatsuki (Venus Climate Orbiter) is the Japanese spacecraft studying Venus atmosphere since entering orbit in 2015.
astro_00346,Space Missions,What unexpected discovery did Parker Solar Probe make about Venus?,3,It has water vapor,First visible light images of surface from space,It has a magnetic field,It has auroras,B,Parker Solar Probe captured the first visible light images of Venus surface from space during its flybys showing surface features through the thick atmosphere.
astro_00347,Stellar Objects,What was the first real image of a black hole,3,Sagittarius A*,Andromeda BH-1,M87*,Cygnus X-1,C,"The first real image of a black hole was M87*, captured by the Event Horizon Telescope in 2019."
astro_00348,Stellar Objects,What is “spaghettification” near a black hole?,2,Light scattering at the event horizon,A stream of particles escaping the core,A fusion of two black holes,Stretching caused by extreme gravity,D,Spaghettification happens when an object is stretched due to extreme tidal forces near a black hole.
astro_00349,Stellar Objects,What is the closest known black hole to Earth?,4,Gaia BH1,Sagittarius A*,Cygnus X-3,V404 Cygni,A,"Gaia BH1, discovered in 2022, is the closest known black hole to Earth, at about 1,560 light-years away."
astro_00350,Worlds Beyond,What was the first exoplanet discovered around a Sun-like star?,4,TRAPPIST-1e,Proxima b,51 Pegasi b,Kepler-22b,C,51 Pegasi b was the first exoplanet discovered orbiting a Sun-like star in 1995.
astro_00351,Worlds Beyond,What are “rogue planets”?,2,Planets captured by black holes,Planets that drift without orbiting a star,Moons escaping planetary gravity,Asteroids forming planetary systems,B,Rogue planets are planets that don’t orbit any star and float freely through space.
astro_00352,Worlds Beyond,Which telescope has discovered the most exoplanets?,3,Spitzer,Hubble,James Webb,Kepler,D,"NASA’s Kepler Space Telescope discovered over 2,700 confirmed exoplanets, leading all other observatories."
astro_00353,Space Missions,What was the first helicopter to fly on Mars?,3,Sojourner,Dragonfly,Ingenuity,Pathfinder,D,"NASA’s Ingenuity made the first controlled flight on Mars on April 19, 2021."
astro_00354,Space Missions,Which mission aims to return samples from Mars?,3,Curiosity,Perseverance,Viking 2,Mars Sample Return,D,"The Mars Sample Return mission, planned by NASA and ESA, aims to bring Martian samples back to Earth in the 2030s."
astro_00355,Space Missions,Which moon is NASA’s Dragonfly mission targeting?,3,Europa,Enceladus,Titan,Ganymede,C,"NASA’s Dragonfly mission is scheduled to launch in 2028 to explore Titan, Saturn’s largest moon."
astro_00356,Worlds Beyond,Which exoplanet was the first directly imaged by James Webb?,5,HIP 65426 b,Gliese 581g,TOI-700 d,Kepler-452b,A,"In 2022, the James Webb Space Telescope captured its first direct image of an exoplanet, HIP 65426 b."
astro_00357,Space Observation,What is the largest radio telescope in the world?,4,Arecibo,ALMA,FAST,Green Bank,C,"The FAST telescope in China is the largest radio telescope in the world, with a 500-meter dish"
astro_00358,Space Observation,Which observatory directly detected gravitational waves?,3,LIGO,Keck,Chandra,Hubble,A,"In 2015, LIGO made the first direct detection of gravitational waves, confirming Einstein’s predictions."
astro_00359,Space Observation,What is “gravitational lensing” used for?,3,Measuring solar flares,Mapping planetary atmospheres,Detecting black hole temperatures,Magnifying distant galaxies,D,Gravitational lensing uses the gravity of massive objects to magnify and observe distant galaxies.
astro_00360,Stellar Objects,What is a kilonova?,2,A fast radio burst,A massive black hole collapse,An explosion from two merging neutron stars,A supernova remnant,C,"A kilonova occurs when two neutron stars merge, creating a huge explosion and forming heavy elements."
astro_00361,Stellar Objects,What causes Fast Radio Bursts (FRBs)?,3,Supernova shockwaves,Collisions of rogue planets,Still unknown,Solar wind anomalies,C,"The origin of FRBs is still unknown, though magnetars are a leading hypothesis."
astro_00362,Stellar Objects,What is a magnetar?,2,A miniature quasar,A neutron star with an extreme magnetic field,A rapidly rotating white dwarf,A failed black hole,B,"A magnetar is a type of neutron star with an insanely powerful magnetic field, billions of times stronger than Earth’s."
astro_00363,Stellar Objects,What was the brightest supernova ever recorded?,4,SN 1987A,SN 1054,SN 1006,SN 1604,C,"SN 1006, observed in the year 1006, was the brightest supernova in recorded history, visible to the naked eye for weeks."